Job_Name,Company_Name,Location,Published_Time,exp_level,exp_years,Job_Type
SMEs Team Leader - Maadi,Tasaheel Finance ,"Maadi, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Supply Chain Analyst,Amreyah Cement,"Alexandria, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
SAP Basis Consultant,Confidential,"Sheikh Zayed, Giza, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Graphic Designer,Parkville Pharmaceuticals,"6th of October, Giza, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Planning Coordinator,Parkville Pharmaceuticals,"Giza, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Dispatcher / Customer Service Representative,Confidential,"Cairo, Egypt",N/A,Experienced,2 - 10 Yrs of Exp,Full Time
Virtual Assistant,Confidential,"Cairo, Egypt",N/A,Experienced,3 - 7 Yrs of Exp,Full Time
Medical Doctor Educator,Confidential,"10th of Ramadan City, Cairo, Egypt",N/A,Entry Level,2 - 20 Yrs of Exp,Freelance / Project
Human Resource Business Partner,EL Doha,"10th of Ramadan City, Sharqia, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
"Customer service representative (Etisalat Emirates UAE) English account, graduates",Etisalat Egypt,"Maadi, Cairo, Egypt",N/A,Entry Level,0 - 8 Yrs of Exp,Full Time
System Administrator,IMUT International Marathon United Technology,"Obour City, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Social Media Team Leader / Supervisor,English Zone,"Dokki, Giza, Egypt",N/A,Experienced,2 - 7 Yrs of Exp,Full Time
Medical Sales Representative,Confidential,"Giza, Giza, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Medical Representative,Confidential,"Giza, Giza, Egypt",N/A,Manager,3 - 5 Yrs of Exp,Full Time
General Manager,Confidential,"Minya, Egypt",N/A,Senior Management,10 - 20 Yrs of Exp,Full Time
Sales Representative,Confidential,"Nasr City, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
English Language Instructor (Foreigners Welcome),LockedInCareers,"Nasr City, Cairo, Egypt",N/A,Experienced,1 - 5 Yrs of Exp,Full Time
Off-Plan Sales Director,Guylast,"Dubai, United Arab Emirates",N/A,Not specified,Operations/Management,Full Time
Tax Manager - Group TAX,GEMS Group Holdings Limited,"Dubai, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
Security Supervisor (UAE Nationals Only),First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,IT/Software Development,Full Time
NMEF Sales - Deputy General Manager,"Nissan Motor Co., Ltd.","Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
VP- Compliance - Commercial Banking Group (UAE National),First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
"Assistant Manager, Dinner by Heston Blumenthal",Atlantis,"Dubai, United Arab Emirates",N/A,Not specified,Administration,Full Time
Assistant Executive Housekeeper,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.","Doha, Qatar",N/A,Not specified,Administration,Full Time
Field Marketing Manager,Clevertap,"Dubai, United Arab Emirates",N/A,Not specified,Marketing/PR/Advertising,Full Time
Quality Manager,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.","Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
School Secretary,GEMS Group Holdings Limited,"Dubai, United Arab Emirates",N/A,Not specified,Administration,Full Time
Cluster Revenue Executive,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.","Abu Dhabi, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Guest Experience Expert,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.","Doha, Qatar",N/A,Not specified,Customer Service/Support,Full Time
Accounting Manager,Antal International Egypt,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Reservations Services Supervisor,Mandarin Oriental Hotel Group Limited,"Doha, Qatar",N/A,Not specified,Customer Service/Support,Full Time
Manager - Prepaid Segment,STC Kuwait,"Kuwait City, Kuwait",N/A,Not specified,Administration,Full Time
Entry Level Graduate Roles - UAE National Only,Flybeond,"Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Senior Financial Analyst (Egypt),Sary Technologies,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Creative Design Marketing Intern,Flybeond,"Dubai, United Arab Emirates",N/A,Not specified,Creative/Design/Art,Full Time
Finance Intern,Hilti Aktiengesellschaft,"Doha, Qatar",N/A,Not specified,Accounting/Finance,Full Time
Acceptance Engineer,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Agent commercial(e) indépendant(e) - Bahamas,Petit Futé,"Kuwait City, Kuwait",N/A,Not specified,Customer Service/Support,Full Time
QA Engineer,Neworleansbio,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
"Quality Inspector: Dammam Ash Sharqiyah, Saudi Arabia","National Oilwell Varco, Inc.","Riyadh, Saudi Arabia",N/A,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Prepaid Segment Senior Specialist,STC Kuwait,"Kuwait City, Kuwait",N/A,Not specified,Business Development,Full Time
Senior Software Development Engineer in Test,"Pixelogic Media Partners, LLC","Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Transmission Engineer,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Execution Coordinator,Archer Daniels Midland Company,"Cairo, Egypt",N/A,Not specified,Administration,Full Time
Translator,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,Writing/Editorial,Full Time
Senior Level All-Source Analyst (Regional SME),"Bts, Llc","Kuwait City, Kuwait",N/A,Not specified,IT/Software Development,Full Time
Professional Skills Teachers (Male and Female),Lincoln College International,"Riyadh, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
Housekeeper and nanny,"GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,Administration,Full Time
Executive Secretary - Saudi National,Rotana Hotel Management Corporation,"Jeddah, Saudi Arabia",N/A,Not specified,Administration,Full Time
"Commercial Director, PDS Projects",JLL Work Dynamics,"Riyadh, Saudi Arabia",N/A,Not specified,Operations/Management,Full Time
Patriot Maintenance Engineer,Raytheon,"Jeddah, Saudi Arabia",N/A,Not specified,Installation/Maintenance/Repair,Full Time
S&OP Lead ( Egypt ),Sary Technologies,"Cairo, Egypt",N/A,Not specified,Installation/Maintenance/Repair,Full Time
Bellboy - Arabic Speaker,Rotana Hotel Management Corporation,"Doha, Qatar",N/A,Not specified,Hospitality/Hotels/Food Services,Full Time
Electrician - Journeyman,"Global Dimensions, LLC","Kuwait City, Kuwait",N/A,Not specified,Administration,Full Time
Key Project Coordinator – Ventilated Façade,Hilti Italia,"Riyadh, Saudi Arabia",N/A,Not specified,IT/Software Development,Full Time
Media IQC (Quality Control) Operator,"Pixelogic Media Partners, LLC","Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Wanted: Part-Time Nanny/Home Assistant,"GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,IT/Software Development,Full Time
Design and Media Workshops Technical Support,TKH Student Group,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Team Leader - Customer Experience,Tamara,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Senior Treasury Accountant,Sturgeon Capital Ltd,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
General & Administrative,Incorta Inc.,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Senior Software Development Engineer,"Pixelogic Media Partners, LLC","Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Shift Supervisor - RPC Rabigh,NOMAC,"Riyadh, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
Senior Full Stack Engineer,kashier,"Cairo, Egypt",N/A,Not specified,Creative/Design/Art,Full Time
"Account Executive, Enterprise - Public Sector Riyadh, Saudi Arabia",Sitecore,"Riyadh, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
Shared Services Manager (Post Production Workflow Supervisor),"Pixelogic Media Partners, LLC","Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Account Manager - HPI,Ingram Micro Inc.,"Riyadh, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
Live in housekeeper to join our family full time,"GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,IT/Software Development,Full Time
Key Project Coordinator – Ventilated Façade,Hilti France,"Riyadh, Saudi Arabia",N/A,Not specified,IT/Software Development,Full Time
Finance Intern,Hilti España,"Doha, Qatar",N/A,Not specified,Accounting/Finance,Full Time
Officer Customer Research Insights,Qatar Airways Other locations,"Doha, Qatar",N/A,Not specified,Marketing/PR/Advertising,Full Time
Talent Management Senior Officer,TKH Student Group,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Young family seeking long term housekeeper/ nanny,"GreatAuPair, LLC","Riyadh, Saudi Arabia",N/A,Not specified,Operations/Management,Full Time
Software Architect,Bluecloudcorp,"Cairo, Egypt",N/A,Not specified,Creative/Design/Art,Full Time
Captain - Arabic Speaker,Rotana Hotel Management Corporation,"Doha, Qatar",N/A,Not specified,Customer Service/Support,Full Time
Nanny/housekeeper,"GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,Administration,Full Time
Housekeeping Supervisor,Four Seasons Hotels and Resorts,"Alexandria, Egypt",N/A,Not specified,Administration,Full Time
Senior Application Developer (QuickBase),"Pixelogic Media Partners, LLC","Cairo, Egypt",N/A,Not specified,Business Development,Full Time
Customer Care Agent,Sary Technologies,"Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Area Sales Manager (Egypt),Sary Technologies,"Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Recreation Supervisor,Rotana Hotel Management Corporation,"Dubai, United Arab Emirates",N/A,Not specified,IT/Software Development,Full Time
Vendor Manager - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,Human Resources,Full Time
Sales Executive (MENA),Web Summit Group,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Business Development,Full Time
Senior Analyst - Real Estate Strategy & Consulting,Knight Frank,"Dubai, United Arab Emirates",N/A,Not specified,IT/Software Development,Full Time
Senior Sales Performance Analyst - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Cost Controller,Rotana Hotel Management Corporation,"Doha, Qatar",N/A,Not specified,Accounting/Finance,Full Time
Finance Intern,Hilti Deutschland GmbH,"Doha, Qatar",N/A,Not specified,Accounting/Finance,Full Time
Junior Sales & Account Manager- 23010484,MoneyGram International,"Riyadh, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
Front Desk Agent - Arabic Speaker,Rotana Hotel Management Corporation,"Dubai, United Arab Emirates",N/A,Not specified,Administration,Full Time
Manager - Communications Consultancy,Publicis Group,"Riyadh, Saudi Arabia",N/A,Not specified,Administration,Full Time
SAC Equipment Operator,Maersk Growth,"Riyadh, Saudi Arabia",N/A,Not specified,Administration,Full Time
Director- Global Markets - Products,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Operations/Management,Full Time
"*Sr. Professional, Account Manager / Cisco - UAE",Ingram Micro Company,"Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Director- Elite Banking - Activation,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
Facilities & Maintenance Team Leader,SNC-Lavalin,"Dubai, United Arab Emirates",N/A,Not specified,Administration,Full Time
"Sr. Professional, Account Manager / Cisco - UAE",Ingram Micro Company,"Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Enterprise Account Executive,BlueCat,"Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
"*Sr. Professional, Account Manager / Cis...",Ingram Micro Inc.,"Dubai, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Au Pair Job in Gold Coast with Kind Host Family,"GreatAuPair, LLC","Riyadh, Saudi Arabia",N/A,Not specified,Creative/Design/Art,Full Time
"Part-time Onsite Support Engineer (Jeddah, ITIL, 2nd Level Support, AD, VPN)",D-ploy GmbH,"Jeddah, Saudi Arabia",N/A,Not specified,Customer Service/Support,Full Time
"Associate, Onboarding",Flutterwave,"Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Sustainability & Environmental Expert - Airport,Egis Group,"Riyadh, Saudi Arabia",N/A,Not specified,Accounting/Finance,Full Time
Business Development Manager - Cisco Security (Based in Dubai),Ingram Micro Company,"Dubai, United Arab Emirates",N/A,Not specified,Business Development,Full Time
AVP- Process Excellence,First Gulf Bank PJSC,"Dubai, United Arab Emirates",N/A,Not specified,IT/Software Development,Full Time
Internship Opportunity at EY in Dubai in Tax Compliance,فرصة For9a,"Dubai, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
"Waiter, Cloud 22",Atlantis,"Dubai, United Arab Emirates",N/A,Not specified,IT/Software Development,Full Time
Assistant Outlet Manager,Rotana Hotel Management Corporation,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Administration,Full Time
Marketing Executive,Altannan,"Dubai, United Arab Emirates",N/A,Not specified,Marketing/PR/Advertising,Full Time
"Sous Chef Specialty, Ling Ling",Atlantis,"Dubai, United Arab Emirates",N/A,Not specified,Hospitality/Hotels/Food Services,Full Time
Business Development Manager - Cisco Sec...,Ingram Micro Inc.,"Dubai, United Arab Emirates",N/A,Not specified,Business Development,Full Time
"Professional, Import/Export-UAE",Ingram Micro Company,"Dubai, United Arab Emirates",N/A,Not specified,Logistics/Supply Chain,Full Time
Senior Executive - Data Analyst,Publicis Group,"Dubai, United Arab Emirates",N/A,Not specified,Marketing/PR/Advertising,Full Time
Multinational Client Relationship Associate,MetLife Investment Management,"Dubai, United Arab Emirates",N/A,Not specified,Business Development,Full Time
Compliance Officer/Money Laundering Reporting Officer (CO/MLRO) - MENA,Binance Services Holdings Limited,"Dubai, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
"Ad Operations Manager Abu Dhabi, Abu Dhabi, United Arab Emirates",AudioMob,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Customer Service/Support,Full Time
Associate Director- Elite Banking - Activation,First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Accounting/Finance,Full Time
Specialist- Health & Safety (UAE National Only),First Gulf Bank PJSC,"Abu Dhabi, United Arab Emirates",N/A,Not specified,Medical/Healthcare,Full Time
Siebel Support & Developer,SSC Egypt,"New Cairo, Cairo, Egypt",N/A,Experienced,4 - 5 Yrs of Exp,Full Time
Site Finishing Engineer,2s Home Wear,"New Cairo, Cairo, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
Human Resource and Admin Coordinator,ajna Developments,"New Cairo, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Senior Graphic Designer,Elkenany Group,"Maadi, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Retail Operations Supervisor,"Staples, Inc.","Alexandria, Egypt",N/A,Not specified,Logistics/Supply Chain,Full Time
Logistics Performance Analyst - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Identity & Access Management Engineer,Bluecloudcorp,"Cairo, Egypt",N/A,Not specified,Creative/Design/Art,Full Time
Cisco Security Renewals Manager,Ingram Micro Inc.,"Riyadh, Saudi Arabia",N/A,Not specified,Installation/Maintenance/Repair,Full Time
Senior GL Accountant - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,Accounting/Finance,Full Time
Infrastructure Consultant,Bluecloudcorp,"Cairo, Egypt",N/A,Not specified,Creative/Design/Art,Full Time
Junior Category Manager (Egypt),Sary Technologies,"Cairo, Egypt",N/A,Not specified,Business Development,Full Time
"* Integrated Water Resources Management (IWRM) Specialist, NPSA 11",United Nations Development Program,"Riyadh, Saudi Arabia",N/A,Not specified,Human Resources,Full Time
Remedy Team Leader,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Acting as Acceptance Engineer,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Outbound Operations Specialist (Egypt),Sary Technologies,"Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Agent commercial(e) indépendant(e) - Marseille & Alpes de Haute Provence,Petit Futé,"Kuwait City, Kuwait",N/A,Not specified,Customer Service/Support,Full Time
Systems Engineer,Bluecloudcorp,"Cairo, Egypt",N/A,Not specified,Installation/Maintenance/Repair,Full Time
"Nanny Needed for 2 Children in Salt Lake City, Utah","GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,Administration,Full Time
Information Support Specialist - FMV,Patriot Group International,"Doha, Qatar",N/A,Not specified,Customer Service/Support,Full Time
Senior Java Developer,DXC,"Cairo, Egypt",N/A,Not specified,Business Development,Full Time
Senior Full Stack Developer,Bluecloudcorp,"Cairo, Egypt",N/A,Not specified,Creative/Design/Art,Full Time
Content Creator - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,Writing/Editorial,Full Time
Telesales Team leader - Egypt,Sary Technologies,"Cairo, Egypt",N/A,Not specified,IT/Software Development,Full Time
Marketing Specialist (Saudi Arabia),Ingram Micro Company,"Riyadh, Saudi Arabia",N/A,Not specified,Marketing/PR/Advertising,Full Time
Engineering Manager,Evapharma So,"Cairo, Egypt",N/A,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Events Executive,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C.","Cairo, Egypt",N/A,Not specified,Marketing/PR/Advertising,Full Time
Laundry Attendant,Rotana Hotel Management Corporation,"Sharjah, United Arab Emirates",N/A,Not specified,Hospitality/Hotels/Food Services,Full Time
Sales | Retail,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,Customer Service/Support,Full Time
Electromechanical Engineer,EgyBell Outsourcing and Payroll Solutions,"Cairo, Egypt",N/A,Not specified,Installation/Maintenance/Repair,Full Time
Not applicable,"GreatAuPair, LLC","Doha, Qatar",N/A,Not specified,Installation/Maintenance/Repair,Full Time
Family seeks an Abuela to join us in Austin,"GreatAuPair, LLC","Riyadh, Saudi Arabia",N/A,Not specified,Marketing/PR/Advertising,Full Time
